pat_no,claim_no,claim_txt,dependencies,ind_flg,appl_id
3931269,5,5. A compound which is .alpha.-thioformylthio-6-methoxy-2-naphthylacetic acid.,,1,
3931269,3,3. A compound which is .alpha.-benzoylthio-6-methoxy-2-naphthylacetic acid.,,1,
3931269,4,4. A compound which is .alpha.-thioacetylthio-6-methoxy-2-naphthylacetic acid.,,1,
3931270,7,7. The process of claim 3 wherein R.sub.4 and R.sub.6 are each hydrogen; R.sub.2 is methyl.,3,0,
3931270,1,1. A process for producing a substituted or unsubstituted 3-thia alkane-4-one-1-al comprising the step of intimately admixing an alk-2-ene-4-one-1-al having the structure: ##SPC21##with a sulfur compound having the formulaR.sub.3 SHin the presence of an organic base selected from the group consisting of secondary amines and tertiary amines thereby providing a substituted or unsubstituted 3-thia alkane-4-one-1-al having the structure: ##SPC22##wherein R.sub.3 is selected from the group consisting of acetyl and benzoyl; wherein R.sub.2 is lower alkyl; and wherein R.sub.4 and R.sub.6 are the same or different and are each selected from the group consisting of hydrogen and lower alkyl.,,1,
3931270,5,5. The process of claim 3 wherein R.sub.3 is acetyl.,3,0,
3931270,4,4. The process of claim 3 wherein R.sub.3 is benzoyl.,3,0,
3931270,6,6. The process of claim 3 wherein R.sub.4 is hydrogen.,3,0,
3931270,3,3. The process of claim 1 wherein R.sub.6 is hydrogen and R.sub.2 is methyl.,1,0,
3931270,2,"2. The process of claim 1 wherein the organic base is selected from the group consisting of piperidine, pyridine, triethyl amine, quinoline and alpha-picoline.",1,0,
3931271,7,7. The process of claim 1 wherein said crude adduct of said secondary alkanol is first adducted with from 1 to 4 mols of ethylene oxide and then with said propylene oxide.,1,0,05118549
3931271,2,2. The process of claim 1 wherein said crude adduct of said secondary alkanol is a propylene oxide adduct containing from 1.5 to 5 mols of propylene oxide per mol of secondary alkanol.,1,0,05118549
3931271,1,"1. A process for the production of secondary alcohol ether sulfates which consists essentially of reacting crude adducts of secondary alkanols having from 6 to 22 carbon atoms adducted with 1 to 10 mols of an alkylene oxide selected from the group consisting of ethylene oxide and propylene oxide, said crude adduct having at least 1 mol of oxypropylene per mol of alcohol and being obtained from the oxyalkylation reaction without intervening purification, with from 1.0 to 1.2 mols per mol of said crude adduct, of a sulfating agent stronger than concentrated sulfuric acid selected from the group consisting of sulfur trioxide, sulfur trioxide/air mixtures, oleum and chlorosulfonic acid, at temperatures of from 10.degree.C to 30.degree.C, and recovering said secondary alcohol ether sulfate having a high degree of sulfation.",,1,05118549
3931271,6,6. The process of claim 1 wherein said crude adduct of said secondary alkanol is first adducted with propylene oxide and then with from 1 to 4 mols of ethylene oxide.,1,0,05118549
3931271,4,4. The process of claim 1 wherein said sulfating agent stronger than concentrated sulfuric acid is chlorosulfonic acid.,1,0,05118549
3931271,8,8. The process of claim 1 wherein said crude adduct of said secondary alkanol is adducted with a mixture of from 1 to 4 mols of ethylene oxide and said propylene oxide.,1,0,05118549
3931271,5,5. The process of claim 1 wherein said sulfating agent stronger than sulfuric acid is utilized in an amount of from 1.02 to 1.1 mols per mol of said crude adduct of said secondary alkanol.,1,0,05118549
3931271,3,3. The process of claim 1 wherein said secondary alkanol was prepared by the oxidation of a paraffin.,1,0,05118549
3931272,3,3. The biodegradable detergent compound of claim 1 being sodium(n-tetradecyl-3-cyclohexenyl)methano sulfate.,1,0,
3931272,5,5. The biodegradable detergent compound of claim 1 being sodium(n-dodecyl-3-cyclohexenyl)methano sulfate.,1,0,
3931272,1,1. A biodegradable detergent compound of the formula: ##SPC3##in which M is an alkali metal and R is an alkyl group of from 1 to about 14 carbon atoms.,,1,
3931272,6,6. The biodegradable detergent compound of claim 1 being potassium(n-octyl-3-cyclohexenyl)methano sulfate.,1,0,
3931272,4,4. The biodegradable detergent compound of claim 1 being potassium(n-decyl-3-cyclohexenyl)methano sulfate.,1,0,
3931272,2,2. The biodegradable detergent compound of claim 1 being sodium(n-octyl-3-cyclohexenyl)methano sulfate.,1,0,
3931273,6,"6. A method according to claim 1, wherein the further inert gas for equalizing the pressures flows to the reaction tubes concentrically between the liquid reactant supplied to the inner surfaces of the tubes and the gas reactant injected in the central zone of each tube.",1,0,
3931273,3,"3. A process according to claim 1, wherein the pressure drop in said distribution means for the gaseous reactant is in the range of 0.10-0.35 kg/cm.sup.2 and the pressure drops of said further inert gas for equalizing the pressures, at the entrance of said reaction tubes, is in the range of 20-120 mm. column of water.",1,0,
3931273,2,"2. A process according to claim 1, wherein the temperature in said reaction tubes is in the range of about 30.degree.-110.degree.C.",1,0,
3931273,5,"5. A process according to claim 1, wherein the concentration of sulfur trioxide in the gaseous reactant is in the range of 2-12 volume percent.",1,0,
3931273,1,"1. An improved process for continuously sulfonating and sulfating a liquid organic compound selected from the group consisting of olefins, aromatic hydrocarbons, alkyl aromatic hydrocarbons, fatty alcohols, fatty acids, fatty acid esters, ethoxylated fatty alcohols, and ethoxylated alkyl phenols, wherein the liquid reactant consisting of said sulfonatable and sulfatable organic compound and a gaseous reactant consisting of a mixture of sulfur trioxide and inert gas are fed, each from a single space, through distribution means, to a plurality of externally cooled parallel reaction tubes with downward annular two-phase flow to effect sulfonation and sulfation of said compound, which process comprises: introducing said liquid reactant circumferentially into said tubes, introducing said gaseous reactant centrally into said tubes immediately beyond the introducing openings for said liquid reactant, introducing to said tubes further inert gas from a further separated single space through said introducing openings and in contact with said liquid reactant, the flow rate of said further inert gas being in the range of 8-19 percent of the overall inert gas flow rate in each tube, the pressure drops of said further inert gas at the entrance of said tubes being in the range of 0.5-8 percent of the pressure drop in the distribution means of said gaseous reactant, so that said further inert gas actually distributes to said tubes producing an overall gas flow rate in each tube which is a decreasing function of the resistance therein to the gas flow, thereby substantially to equalize the pressure downstream of all the distribution means for the liquid and gaseous reactants in order to provide for uniform distribution of the reactants to said reaction tubes without limiting the pressure drop therein, which is utilized as an energy factor for increasing liquid reactant flow rate, promoting heat removal and interphase mass transfer and reducing liquid phase residence time.",,1,
3931273,7,"7. A method according to claim 1, wherein said reaction tubes have an inner diameter in the range of 8-18 mm and a length in the range of 0.8-5.0 meters.",1,0,
3931273,4,"4. A process according to claim 1, wherein the molar ratio of SO.sub.3 to the organic compound is in the range of 0.9-1.2.",1,0,
3931274,2,"2. A compound of claim 1 which is bis(2,3-dibromopropyl carbonate) of tetrabromobisphenol A.",1,0,
3931274,3,"3. A compound of claim 1 which is bis(2,3-dibromopropyl carbonate) of tetrachlorobisphenol A.",1,0,
3931274,1,"1. A compound selected from the group consisting of (a) bis(2,3-dibromopropyl carbonate) of tetrabromobisphenol A and (b) bis(2,3-dibromopropyl carbonate) of tetrachlorobisphenol A.",,1,
3931275,1,1. The compound of the formula ##SPC5##,,1,
3931275,2,2. The compound of claim 1 in the form of its pharmacologically acceptable salts.,1,0,
3931275,3,3. The compound which is bis (4-[4-benzyloxybenzyl]-phenyl) carbonic acid ester.,,1,
3931276,5,5. Process of claim 3 wherein the bis-(trichloromethyl)-benzonitrile formed during the first reaction stage is isolated as an intermediate before undergoing the second reaction stage.,3,0,
3931276,7,7. Process of claim 3 wherein chlorination is carried out in the second stage at a temperature in the range 230.degree. to 260.degree.C.,3,0,
3931276,4,4. Process of claim 3 wherein the chlorination in the first stage is carried out in the presence of ultraviolet irradiation.,3,0,
3931276,3,"3. Process for preparing a 2-chloro-trichloromethyl-benzonitrile which comprises the steps ofi. reacting a dimethyl benzonitrile having the formula ##SPC7##in a first reaction stage with chlorine at a temperature in the range of 20.degree. to 200.degree.C, forming bis-(trichloromethyl)-benzonitrile; andii. further chlorinating said bis-(trichloromethyl)-benzonitrile in a second reaction stage at a temperature in the range of from 200.degree. to 280.degree.C until the elimination of carbon tetrachloride is over, forming a 2-chloro-trichloromethylbenzonitrile.",,1,
3931276,1,1. Benzonitrile derivative having the formula: ##SPC6##,,1,
3931276,6,6. Process of claim 3 wherein the first stage chlorination is carried out at a temperature in the range of from 70.degree. to 190.degree.C.,3,0,
3931276,2,2. Compound of claim 1 selected from the group of2-chloro-4-trichloromethyl-benzonitrile;2-chloro-5-trichloromethyl-benzonitrile; and2-chloro-6-trichloromethyl-benzonitrile.,1,0,
3931276,8,8. Process of claim 3 wherein both stages of the reaction are carried out in the presence of ultraviolet irradiation.,3,0,
3931277,4,"4. A process as claimed in claims 2, which comprises carrying out the reaction in the presence of an inert solvent or diluent.",2,0,
3931277,1,"1. Sulfonylamino-sulfonyl-isocyanates of the formula ##EQU4## where R.sub.1 is alkyl having from 1 to 12 carbon atoms, or cycloalkyl having from 4 to 8 carbon atoms, and R.sub.2 is alkyl or halogeno-alkyl, each having from 1 to 20 carbon atoms; cycloalkyl having from 5 to 8 carbon atoms; phenyl, benzyl or naphthyl optionally substituted by halogen, alkyl or alkoxy each having from 1 to 4 carbon atoms, cyano and/or nitro.",,1,
3931277,5,5. In a process for reacting sulfonamides of the general formulaR.sub.2 --SO.sub.2 --NH--R.sub.1 (II)in which R.sub.1 and R.sub.2 are as defined in claim 1 to obtain the compounds of formula ##EQU5## whereby compound of the formula II is reacted with chlorosulfonyl isocyanate at a temperature of from 0.degree. to 80.degree.C to form sulfochlorides of the general formula ##EQU6## the step comprising rearranging the intermediate products of formula III to compounds of formula I by heating said compounds of formula III at a temperature from 80.degree.C to 200.degree.C.,1,0,
3931277,2,"2. A process for the preparation of compounds of formula I, which comprises reacting sulfonamides of the formulaR.sub.2 SO.sub.2 --NH--R.sub.1 (II)in which R.sub.1 and R.sub.2 are as defined in claim 1, with chlorosulfonyl-isocyanate at a temperature from 80.degree. to 200.degree.C.",1,0,
3931277,3,"3. A process as claimed in claim 2, which comprises carrying out the reaction at a temperature of from 100.degree. to 160.degree.C.",2,0,
3931278,1,"1. In a process for preparing 5-oxohexane-nitrile by reaction of acetone with acrylonitrile at from 50.degree.C to 250.degree.C in the presence of from 0.001 to 0.02 mols of an acid per mol of acrylonitrile and from 0.01 to 0.2 mols of a compound per mol of acrylonitrile, said compound being selected from the group consisting of primary amines and Schiff bases, the improvement comprising carrying out the reaction in the presence of water maintained at the rate of from 0.2 to 5 weight percent, calculated on the reaction mixture.",,1,
3931278,2,2. A process according to claim 1 wherein the reaction ratio of acetone to acrylonitrile is at a molar proportion of about 1:1 to about 20:1.,1,0,
3931278,5,"5. A process according to claim 4, wherein said reaction is at a pressure of 1 to 50 atmospheres.",4,0,
3931278,3,"3. A process according to claim 2, wherein said compound is selected from the group consisting of alkane primary amines having 1 to 5 carbon atoms, said amines further having a hydroxyl group, said amines further having a carboxylic group, and monocyclic primary means having 6 carbon atoms in the ring structure and 6 to 7 carbon atoms in the total structure, and said Schiff bases which are the condensation product of acetone and a foregoing primary amine.",2,0,
3931278,4,"4. A process according to claim 2 wherein said acid is chosen from the group consisting of formic, acetic, butyric, benzoic, adipic, hydrochloric and phosphoric acids.",2,0,
3931279,1,"1. An optically active compound of the formula ##EQU106## or a racemic compound of that formula and the mirror image thereof, wherein C.sub.g H.sub.2g is alkylene of one to 9 carbon atoms inclusive, with one to 5 carbon atoms, inclusive, in the chain between --CR.sub.9 R.sub.9 --and terminal methyl; wherein Q.sub.1 is ##EQU107## wherein R.sub.6 and R.sub.7 are hydrogen or alkyl of one to 4 carbon atoms, inclusive, being the same or different; wherein R.sub.1 is hydrogen, alkyl of one to 12 carbon atoms, inclusive, cycloalkyl of 3 to 10 carbon atoms, inclusive, aralkyl of 7 to 12 carbon atoms, inclusive, phenyl, or phenyl substituted with one, 2, or 3 chloro or alkyl of one to 4 carbon atoms, inclusive; wherein R.sub.3, R.sub.8 , and R.sub.9 are hydrogen, alkyl of one to 4 carbon atoms, inclusive, or fluoro, being the same or different, with the proviso that R.sub.9 is fluoro only when R.sub.8 is hydrogen or fluoro; wherein R.sub.2 is hydrogen or fluoro, with the proviso that R.sub.2 is fluoro only when R.sub.3 is hydrogen or fluoro; and wherein R.sub.4 and R.sub.5 are hydrogen or alkyl of one to 4 carbon atoms, inclusive, being the same or different, with the proviso that no more than one of R.sub.3, R.sub.4, and R.sub.5 is alkyl; including the lower alkanoates thereof, and the pharmacologically acceptable salts thereof when R.sub.1 is hydrogen.",,1,
3931279,31,"31. A compound according to claim 30 wherein the sum of the carbon atoms in R.sub.6, R.sub.7, R.sub.8, and R.sub.9 taken together is not greater than 7.",30,0,
3931279,33,"33. A compound according to claim 31 wherein R.sub.2, R.sub.3, R.sub.4, and R.sub.5 are hydrogen.",31,0,
3931279,19,"19. 16,16-Dimethyl-5-oxa-PGF.sub.1.sub..alpha., methyl ester, a compound according to claim 18.",18,0,
3931279,44,"44. A compound according to claim 33 wherein R.sub.6, R.sub.7, R.sub.8, and R.sub.9 are hydrogen.",33,0,
3931279,27,27. A compound according to claim 24 wherein R.sub.1 is hydrogen.,24,0,
3931279,42,42. A compound according to claim 34 wherein R.sub.7 is methyl.,34,0,
3931279,35,35. A compound according to claim 34 wherein R.sub.6 is methyl.,34,0,
3931279,34,"34. A compound according to claim 33 wherein R.sub.6, R.sub.7, R.sub.8, and R.sub.9 are either hydrogen or methyl, and at least one of R.sub.6, R.sub.7, R.sub.8, and R.sub.9 is methyl.",33,0,
3931279,37,37. An optically active compound according to claim 36.,36,0,
3931279,15,15. A compound according to claim 6 wherein one or both of R.sub.8 and R.sub.9 are methyl.,6,0,
3931279,16,16. A compound according to claim 15 wherein C.sub.g H.sub.2g is trimethylene.,15,0,
3931279,9,9. An optically active compound according to claim 8.,8,0,
3931279,26,"26. 5-Oxa-PGF.sub.1.sub..alpha., methyl ester, a compound according to claim 25.",25,0,
3931279,6,"6. A compound according to claim 5 wherein R.sub.6, R.sub.7, R.sub.8, and R.sub.9 are either hydrogen or methyl, and at least one of R.sub.6, R.sub.7, R.sub.8, and R.sub.9 is methyl.",5,0,
3931279,11,"11. (15S)-15-Methyl-5-oxa-PGF.sub.1.sub..alpha., methyl ester, a compound according to claim 10.",10,0,
3931279,10,"10. A compound according to claim 9 wherein R.sub.1 is alkyl of one to 12 carbon atoms, inclusive.",9,0,
3931279,12,12. A compound according to claim 9 wherein R.sub.1 is hydrogen.,9,0,
3931279,28,"28. 5-Oxa-PGF.sub.1.sub..alpha., a compound according to claim 27.",27,0,
3931279,41,41. A racemic compound according to claim 36.,36,0,
3931279,40,40. A compound according to claim 37 wherein R.sub.1 is hydrogen.,37,0,
3931279,2,"2. A compound according to claim 1 wherein Q.sub.1 is ##EQU108## wherein R.sub.6 and R.sub.7 are hydrogen or alkyl of one to 4 carbon atoms, inclusive, being the same or different.",1,0,
3931279,13,13. A racemic compound according to claim 8.,8,0,
3931279,17,17. An optically active compound according to claim 16.,16,0,
3931279,23,23. A compound according to claim 22 wherein C.sub.g H.sub.2g is trimethylene.,22,0,
3931279,36,36. A compound according to claim 35 wherein C.sub.g H.sub.2g is trimethylene.,35,0,
3931279,30,30. A compound according to claim 1 wherein Q.sub.1 is ##EQU109##,1,0,
3931279,3,"3. A compound according to claim 2 wherein the sum of of the carbon atoms in R.sub.6, R.sub.7, R.sub.8 and R.sub.9 taken together is not greater than 7.",2,0,
3931279,29,29. A racemic compound according to claim 23.,23,0,
3931279,4,"4. A compound according to claim 3 wherein R.sub.3, R.sub.4, and R.sub.5 are either hydrogen or methyl, and one of R.sub.3, R.sub.4, and R.sub.5 is methyl.",3,0,
3931279,14,14. A compound according to claim 6 wherein R.sub.7 is methyl.,6,0,
3931279,32,"32. A compound according to claim 31 wherein R.sub.3, R.sub.4, and R.sub.5 are either hydrogen or methyl, and one of R.sub.3, R.sub.4 and R.sub.5 is methyl.",31,0,
3931279,43,43. A compound according to claim 34 wherein one or both of R.sub.8 and R.sub.9 are methyl.,34,0,
3931279,22,"22. A compound according to claim 5 wherein R.sub.6, R.sub.7, R.sub.8, and R.sub.9 are hydrogen.",5,0,
3931279,21,21. A racemic compound according to claim 16.,16,0,
3931279,18,"18. A compound according to claim 17 wherein R.sub.1 is alkyl of one to 12 carbon atoms, inclusive.",17,0,
3931279,38,"38. A compound according to claim 37 wherein R.sub.1 is alkyl of one to 12 carbon atoms, inclusive.",37,0,
3931279,20,20. A compound according to claim 17 wherein R.sub.1 is hydrogen.,17,0,
3931279,25,25. A compound according to claim 24 wherein R.sub.1 is alkyl of one to 12 carbon atoms.,24,0,
3931279,39,"39. (15R)-15-Methyl-5-oxa-PGF.sub.1.sub..alpha., methyl ester, a compound according to claim 38.",38,0,
3931279,8,8. A compound according to claim 7 wherein C.sub.g H.sub.2g is trimethylene.,7,0,
3931279,24,24. An optically active compound according to claim 23.,23,0,
3931279,7,7. A compound according to claim 6 wherein R.sub.6 is methyl.,6,0,
3931279,5,"5. A compound according to claim 3 wherein R.sub.2, R.sub.3, R.sub.4, and R.sub.5 are hydrogen.",3,0,
3931280,4,"4. The process according to claim 1, wherein the alkali metal lower alkoxide is derived from a primary alcohol.",1,0,05395150
3931280,2,"2. The process according to claim 1, wherein the alkali metal lower alkoxide is sodium methoxide or sodium ethoxide.",1,0,05395150
3931280,6,"6. The process according to claim 1, wherein the reaction temperature is from about 70.degree.C. to 180.degree.C.",1,0,05395150
3931280,5,"5. The process according to claim 1, wherein the alkali metal lower alkoxide is sodium methoxide, sodium ethoxide, potassium methoxide, potassium ethoxide or lithium ethoxide.",1,0,05395150
3931280,1,1. A process for preparing an alkyl trans-chrysanthemate which comprises treating the corresponding cis-isomer with an alkali metal lower alkoxide in the amount of about 1/100 to 1/5 mole of said alkali metal lower alkoxide per 1 mole of the starting cis-isomer at a temperature of about 50.degree. to 200.degree.C. in the absence of a solvent.,,1,05395150
3931280,3,"3. The process according to claim 1, followed by the hydrolysis of the resulting alkyl trans-chrysanthemate to the corresponding free acid.",1,0,05395150
3931281,11,11. Free-flowing crystals of a compound of the formula: ##SPC20##wherein E is ##SPC21##,,1,
3931281,3,"3. The ester of 1-hydroxy-4-ureidonaphthalene and PGA.sub.2, a compound according to claim 1.",1,0,
3931281,10,"10. The ester of p-(p-acetamidobenzamido)phenol and PGA.sub.2, a compound according to claim 1.",1,0,
3931281,5,"5. The ester of 1-benzamido-4-hydroxynaphthalene and 15-methyl-PGA.sub.2, a compound according to claim 1.",1,0,
3931281,9,"9. The ester of p-benzamidophenol and PGA.sub.2, a compound according to claim 1.",1,0,
3931281,4,"4. The ester of p-(p-benzamidobenzamido)phenol and 15-methyl-PGA.sub.2, a compound according to claim 1.",1,0,
3931281,7,"7. The ester of 1-benzamido-4-hydroxynaphthalene and 15(R)-15-methyl-PGA.sub.2, a compound according to claim 1.",1,0,
3931281,8,"8. The ester of 1-hydroxy-4-ureidonaphthalene and 15(R)-15-methyl-PGA.sub.2, a compound according to claim 1.",1,0,
3931281,6,"6. The ester of 1-hydroxy-4-ureidonaphthalene and 15-methyl-PGA.sub.2, a compound according to claim 1.",1,0,
3931281,2,"2. The ester of p-(p-benzamidobenzamido)phenol and PGA.sub.2, a compound according to claim 1.",1,0,
3931281,1,"1. An optically active compound of the formula ##SPC16##or a racemic compound of that formula and the mirror image thereof, wherein Z is ##SPC17##wherein R.sub.1 is ##SPC18##wherein R.sub.2 is ##SPC19##and wherein Y is ##EQU5##",,1,
3931282,6,6. A compound according to claim 1 wherein said compound is an 8R-antimer.,1,0,
3931282,12,"12. A compound according to claim 11 wherein R is .alpha.-hydroxy-.beta.-hydrogen, R.sup.2 and R.sup.4 are hydrogen, R.sup.3 is methyl and Z is a cis-double bond, 11.alpha.-hydroxymethyl-15 -methyl-9.alpha.,15 -dihydroxyprosta-5-cis,13-trans-dienoic acid and the nontoxic, pharmaceutically acceptable salts thereof.",11,0,
3931282,11,11. A compound according to claim 1 wherein said compound is a racemic compound.,1,0,
3931282,14,"14. A compound according to claim 11 wherein R is .beta.-hydroxy-.alpha.-hydrogen, R.sup.2 and R.sup.4 are hydrogen, R.sup.3 is methyl and Z is a cis double bond, 11.alpha.-hydroxymethyl-15 -methyl-9.beta.,15 -dihydroxyprosta-5-cis,13-trans-dienoic acid and the nontoxic, pharmaceutically acceptable salts thereof.",11,0,
3931282,3,3. A compound according to claim 1 wherein R is .beta.-hydroxy-.alpha.-hydrogen and R.sup.2 and R.sup.4 are hydrogen.,1,0,
3931282,13,"13. A compound according to claim 11 wherein R is .alpha.-hydroxy-.beta.-hydrogen, R.sup.2 is hydrogen, R.sup.3 and R.sup.4 are methyl and Z is a cis-double bond, 11.alpha.-hydroxymethyl-15 -methyl-9.alpha.,15 -dihydroxyprosta-5-cis,13-trans-dienoic acid methyl ester.",11,0,
3931282,5,5. A compound according to claim 1 wherein R.sup.3 is methyl and R.sup.2 and R.sup.4 are hydrogen.,1,0,
3931282,2,2. A compound according to claim 1 wherein R is .alpha.-hydroxy-.beta.-hydrogen and R.sup.2 and R.sup.4 are hydrogen.,1,0,
3931282,4,4. A compound according to claim 1 wherein R.sup.2 and R.sup.4 are hydrogen.,1,0,
3931282,1,"1. An 8R-antimeric or racemic compound selected from the group of those represented by the following formula: ##SPC7##whereinR is the grouping ##EQU2## each of R.sup.1 and R.sup.2 is hydrogen or a hydrocarbon carboxylic group of 1 to 6 carbon atoms;R.sup.3 is methyl or ethyl;R.sup.4 is hydrogen, a lower alkyl group of 1 to 6 carbon atoms or the pharmaceutically acceptable, non-toxic salts of compounds in which R.sup.4 is hydrogen;Z is a cis double bond and the wavy lines ( ) indicate the .alpha. or .beta. configuration or mixtures thereof, provided that when R.sup.3 is .alpha., the hydroxyl group, attached to the same carbon atom as R.sup.3, is .beta.; and when R.sup.3 is .beta., the hydroxyl group, attached to the same carbon atom as R.sup.3, is .alpha..",,1,
3931282,7,"7. A compound according to claim 6 wherein R is .alpha.-hydroxy-.beta.-hydrogen, R.sup.2 and R.sup.4 are hydrogen, R.sup.3 is .beta.-methyl and Z is a cis-double bond, 8R-11.alpha.-hydroxymethyl-15.beta.-methyl-9.alpha.,15.alpha.-dihydroxypro sta-5-cis,13-trans-dienoic acid and the non-toxic, pharmaceutically acceptable salts thereof.",6,0,
3931282,10,"10. A compound according to claim 6 wherein R is .beta.-hydroxy-.alpha.-hydrogen, R.sup.2 is hydrogen, R.sup.3 is .beta.-methyl, R.sup.4 is methyl and Z is a cis double bond, 8R-11.alpha.-hydroxymethyl-15.beta.-methyl-9.beta.,15.alpha.-dihydroxypros ta-5-cis,13-trans-dienoic acid methyl ester.",6,0,
3931282,9,"9. A compound according to claim 6 wherein R is .beta.-hydroxy-.alpha.-hydrogen, R.sup.2 and R.sup.4 are hydrogen, R.sup.3 is .beta.-methyl and Z is a cis double bond, 8R-11.alpha.-hydroxymethyl-15.beta.-methyl-9.beta.,15.alpha.-dihydroxypros ta-5-cis,13-trans-dienoic acid and the non-toxic, pharmaceutically acceptable salts thereof.",6,0,
3931282,15,"15. A compound according to claim 11, wherein R is .beta.-hydroxy-.alpha.-hydrogen, R.sup.2 is hydrogen, R.sup.3 and R.sup.4 are methyl and Z is a cis double bond, 11.alpha.-hydroxymethyl-15 -methyl-9.beta.,15 -dihydroxyprosta-5-cis,13-trans-dienoic acid methyl ester.",11,0,
3931282,8,"8. A compound according to claim 6 wherein R is .alpha.-hydroxy-.beta.-hydrogen, R.sup.2 is hydrogen, R.sup.3 is .beta.-methyl, R.sup.4 is methyl and Z is a cis-double bond, 8R-11.alpha.-hydroxymethyl-15.beta.-methyl-9.alpha.,15.alpha.-dihydroxypro sta-5-cis,13-trans-dienoic acid methyl ester.",6,0,
3931283,3,3. The compound according to claim 1 wherein R.sub.1 is hydrogen.,1,0,
3931283,1,"1. The compound of the formula ##SPC14##wherein R.sub.1 is hydrogen, alkyl of 1 to 8 carbon atoms, inclusive, cycloalkyl, of 3 to 10 carbon atoms, inclusive, aralkyl of 7 to 12 carbon atoms, inclusive, phenyl or phenyl substituted with one, 2, or 3 chloro or alkyl of 1 to 4 carbon atoms, inclusive, and the pharmacologically acceptable salts thereof when R.sub.1 is hydrogen.",,1,
3931283,2,2. The compound according to claim 1 wherein R.sub.1 is methyl.,1,0,
3931284,2,2. The compound according to claim 1 wherein R.sub.1 is methyl.,1,0,
3931284,1,"1. The compound of the formula ##SPC16##wherein R.sub.1 is hydrogen, alkyl of 1 to 8 carbon atoms, inclusive, cycloalkyl of 3 to 10 carbon atoms, inclusive, aralkyl of 7 to 12 carbon atoms, inclusive, phenyl or phenyl substituted with one, 2, or 3 chloro or alkyl of 1 to 4 carbon atoms, inclusive, and the pharmacologically acceptable salts thereof when R.sub.1 is hydrogen.",,1,
3931284,3,3. The compound according to claim 1 wherein R.sub.1 is hydrogen.,1,0,
3931285,4,"4. The ester of p-hydroxybenzaldehyde semicarbazone and PGE.sub.1, a compound according to claim 1.",1,0,
3931285,9,"9. The ester of N-benzoyl-L-tyrosinamide and 15(R)-15-methyl-PGE.sub.1, a compound according to claim 1.",1,0,
3931285,7,"7. The ester of p-hydroxybenzaldehyde semicarbazone and 15-methyl-PGE.sub.1, a compound according to claim 1.",1,0,
3931285,10,"10. The ester of p-hydroxybenzaldehyde semicarbazone and 15(R)-15-methyl-PGE.sub.1, a compound according to claim 1.",1,0,
3931285,3,"3. The ester of N-benzoyl-L-tyrosinamide and PGE.sub.1, a compound according to claim 1.",1,0,
3931285,8,"8. The ester of N-acetyl-L-tyrosinamide and 15(R)-15-methyl-PGE.sub.1, a compound according to claim 1.",1,0,
3931285,6,"6. The ester of N-benzoyl-L-tyrosinamide and 15-methyl-PGE.sub.1, a compound according to claim 1.",1,0,
3931285,1,"1. An optically active compound of the formula: ##SPC20##or a racemic compound of that formula and the mirror image thereof, wherein Z is ##SPC21##and wherein Y is ##EQU5##",,1,
3931285,2,"2. The ester of N-acetyl-L-tyrosinamide and PGE.sub.1, a compound according to claim 1.",1,0,
3931285,5,"5. The ester of N-acetyl-L-tyrosinamide and 15-methyl-PGE.sub.1, a compound according to claim 1.",1,0,
3931286,2,2. A compound of claim 1 which is pivaloyloxymethyl 2-methyl-3-(p-chlorobenzoyl)-phenylacetate.,1,0,05476667
3931286,3,3. A compound of claim 1 which is geranyl 2-methyl-3-(p-chlorobenzoyl)-phenylacetate.,1,0,05476667
3931286,1,1. A benzoylphenylacetic acid compound of the formula ##SPC4##wherein X is selected from the group consisting of geranyloxy and pivaloyloxymethoxy.,,1,05476667
3931287,5,"5. A polyene compound having the formula: ##EQU19## wherein the sum of x + y + z is at least 1; n is at least 1; and P is at least 2; said compound having a molecular weight in the range of 300 to 20,000 and a viscosity in the range from essentially 0 to 20 million centipoises at 70.degree. C.",,1,
3931287,4,4. The polyene composition of claim 1 having the formula: ##EQU18## wherein the sum of x + y + z in each chain segment is at least 1.,1,0,
3931287,3,3. The polyene compound of claim 1 having the formula: ##EQU17##,1,0,
3931287,2,2. The polyene compound of claim 1 having the formula: ##EQU16##,1,0,
3931287,1,"1. A polyene compound which comprises the formula: ##EQU15## wherein R is a radical selected from the group consisting of hydrogen, fluorine, chlorine, phenyl, benzyl, alkyl, and cycloalkyl; said alkyl having from 1 to 9 carbon atoms and said cycloalkyl having from 3 to 8 carbon atoms; wherein [A] is free of reactive carbon-to-carbon unsaturation and formed of at least two repeating units selected from the group consisting of --CH.sub.2) .sub.g, --C.sub.2 H.sub.4 O) .sub.h, --C.sub.3 H.sub.6 O) .sub.h, and --C.sub.4 H.sub.8 O) .sub.h, g is an integer from 1 to 9 and h is an integer from 1 to 200; said compound having a molecular weight in the range of 300 to 20,000 and a viscosity in the range from essentially 0 to 20 million centipoises at 70.degree.C; and wherein R.sub.7 is a member of the group consisting of hydrogen, phenyl, cycloalkyl, alkyl, and CH.sub.2 =CH--, wherein said alkyl has from 1 to 9 carbon atoms, said cycloalkyl has from 3 to 8 carbon atoms, and n is at least 1.",,1,
3931288,2,"2. A compound, 3-(4-chlorophenoxy)-4-oxo-cyclopentanecarboxylic acid methyl ester.",,1,
