pat_no,claim_no,claim_txt,dependencies,ind_flg,appl_id
3930366,7,"7. A control system for a power plant including a plural number of gas turbine engines synchronously connected to a variable pitch lifting rotor to drive the rotor comprising, in combination,main power control means including a condition lever settable by an operator providing a power output level command signal, a collective pitch control providing a rotor collective pitch signal, a fuel control for each engine operative to control fuel flow to the respective engine, and means generating a weighted sum of the said signals effective to vary concurrently the power setting of the fuel controls;load sharing means including means responsive to a condition indicative of the power output of each engine generating an engine power signal, comparing means effective to determine the maximum one of the said power signals, means operative to determine a power error signal for each engine representing the difference between the maximum power signal and the power signal of the said engine, power trim means coupled to each fuel control effective to modify the power setting of the fuel control, and means responsive to the power error signal of each engine coupled to the power trim means of the respective engine so as to increase the power output of each engine other than that generating the maximum power signal in the direction to eliminate the power error signal;and isochronous governing means including means providing a rotor speed command signal, means responsive to rotor speed, and means responsive to integrated rotor speed error operative to provide a rotor speed error signal, means responsive to the rotor speed error signal coupled to the power trim means of all engines so as to reset all the fuel controls in the direction to eliminate the rotor speed error signal.",,1,
3930367,8,8. The invention as recited in claim 6 wherein said signal generating means includes means for limiting the value of said metering signal when the difference between said demand signal and said metering signal is of a specified value.,6,0,
3930367,3,3. The invention as recited in claim 1 wherein said control signal generating means includes means for limiting the value of said metering signal when the difference between said demand signal and said metering signal is of a specified value.,1,0,
3930367,10,"10. In a power generating system of the type including a gas turbine power generator for providing hot exhaust gasses to a steam boiler for powering a steam turbine power generator an improved fuel flow apparatus for controlling the rate of fuel flow for auxiliary firing of said steam turbine to control the power provided to a load by said generators, comprising:a. an auxiliary firing means disposed in the path of the gas turbine exhaust gasses for providing supplementary heat to said boiler in accordance with the rate of fuel metered thereto;b. metering means for metering the rate of fuel to said auxiliary firing means in response to a metering signal provided to said metering means;c. load control means to receiving power signals representative of the total amount of power being provided to said load by said generators, said load control means including means for providing a set point signal indicative of the amount of power to be provided to said load and generating an output demand signal representative of the difference between the power signals and the set point signal and further being indicative of a desired rate of fuel flow;d. a comparator for comparing the values of said demand signal and said metering signal and generating an output signal when a difference exists therebetween;e. control signal generating means for generating said metering signal and for varying the value thereof in response to said comparison means output signal, said control signal generating means further responsive to a rate of change signal supplied thereto to control the rate at which said metering signal changes; andf. rate select means for providing said rate of change signal to said control signal generating means, said rate select means responsive to operating signals representative of specified steam turbine operating parameters to effect changes in the rate of change signal to automatically control the rate of change of said metering signal with changes in said operating parameters.",,1,
3930367,12,12. The invention as recited in claim 10 wherein said control signal generating means includes means for limiting the value of said metering signal when the difference between said demand signal and said metering signal is of a specified value.,10,0,
3930367,5,5. The invention as recited in claim 4 wherein said means for selectively changing the value of said rate of change signal comprises a variable frequency oscillator responsive to signals from said steam turbine representative of operating parameters therein to program said oscillator to operate at predetermined frequencies.,4,0,
3930367,1,"1. Apparatus for controlling the rate of fuel flow for auxiliary firing of a steam turbine power generating system comprising:a. auxiliary firing means for receiving combustible fuel at a metered rate for heating a steam boiler of said turbine;b. means for metering the rate of fuel flow to said auxiliary firing means in response to a metering signal provided thereto;c. load control means for receiving power signals representative of the amount of power being provided to said load, said load control means including means for providing a variable set point signal indicative of the amount of power to be provided to said load and generating an output demand signal representative of the difference between said power and set point signals and further being indicative of a desired rate of fuel flow;d. comparison means responsive to said demand signal and to said metering signal to provide an output signal when a difference exists therebetween;e. control signal generating means for generating said metering signal and for varying the value thereof in response to said comparison means output signal, said control signal generating means further responsive to a rate of change signal supplied thereto to control the rate at which said metering signal changes; andf. means for providing said rate of change signal to said control signal generating means.",,1,
3930367,9,9. The invention as recited in claim 6 wherein said rate select means comprises a variable frequency oscillator responsive to signals from said steam turbine representative of operating parameters therein to program said oscillator to operate at predetermined frequencies.,6,0,
3930367,2,2. The invention as recited in claim 1 wherein said metering signal is an analog signal and varies in accordance with changes in said demand signal to control desired increased and decreased fluid flow rate limits.,1,0,
3930367,7,7. The invention as recited in claim 6 wherein said metering signal is an analog signal and varies in accordance with changes in said demand signal to control desired increased and decreased fluid flow rate limits.,6,0,
3930367,14,"14. In a power generating system of the type including a gas turbine power generator for providing hot exhaust gasses to a steam boiler for powering a steam turbine power generator, an improved fuel flow apparatus for controlling the rate of fuel flow for auxiliary firing of said steam turbine for controlling the power provided to a load by said generators, comprising:a. an auxiliary firing means disposed in the path of the gas turbine exhaust gasses for providing supplementary heat to said boiler in accordance with the rate of fuel metered thereto;b. means for metering the rate of fuel to said auxiliary firing means in response to a metering signal provided thereto;c. load control means for receiving power signals representative of the total amount of power being provided to said load by said generators, said load control means including means for providing a set point signal having settable values ranging over a minimum to maximum percentile range indicative of the percentage of power to be provided to said load and generating an output demand signal representative of the difference between the power and set point signals and having a value indicative of a desired rate of fuel flow for a desired percentile setting of said set point signal;d. circuit means for passing said demand signal only when said demand signal achieves a predetermined value corresponding to a desired percentile setting of said set point signal;e. a comparator in communication with said circuit means for comparing the values of said demand signal and said metering signal and generating an output signal when a difference exists therebetween;f. control signal generating means for generating said metering signal and for varying the value thereof in response to said comparison means output signal, said control signal generating means further responsive to a rate of change signal supplied thereto to control the rate at which said metering signal changes; andg. rate select means for providing said rate of change signal to said control signal generating means, said select means responsive to operating signals representative of specified steam turbine operating parameters to effect changes in the rate of change signal to automatically control the rate of change of said metering signal with changes in said operating parameters.",,1,
3930367,4,4. The invention as recited in claim 1 wherein said means for providing said rate of change signal includes means for selectively changing the value of said rate of change signal to change the rate of change of said metering signal.,1,0,
3930367,11,11. The invention as recited in claim 10 wherein said metering signal is an analog signal and varies in accordance with changes in said demand signal to control desired increased and decreased fluid flow rate limits.,10,0,
3930367,13,13. The invention as recited in claim 10 wherein said rate select means comprises a variable frequency oscillator for generating said rate of change signal and means for selectively providing said operating signals to said oscillator to effect changes in the operating frequency thereof.,10,0,
3930367,6,"6. An apparatus for automatically controlling the rate of change of a metering signal for controlling the rate of fuel flow for a boiler serving to generate steam for powering a steam turbine generator providing electrical power to a load comprising:a. auxiliary heating means for providing heat to said boiler, said means including means in communication therewith for metering the rate of fuel flow thereto in response to said metering signal;b. means for generating said metering signal including;1. comparison means responsive to a demand signal indicative of a desired rate of fuel flow and to said metering signal to provide an output signal when a difference exists therebetween,2. signal generating means for generating said metering signal and for varying the value thereof in response to said comparison means output control signal, said signal generating means further responsive to a rate of change signal supplied thereto to control the rate at which said metering signal changes, and3. rate select means for providing a rate of change signal at selected rates to said signal generating means to automatically control the rate of change of said metering control signal; andc. load control means including means for providing a set point signal representative of a desired amount of power to be provided to said load, said control means further including means for establishing the difference between said set point signal and a power signal representative of the amount of power being provided to said load to generate said demand signal.",,1,
3930368,1,"1. Means for controlling flow of hot gas comprising, in combination, a substantially cylindrical body defined by a wall with ports through the wall adapted for flow of hot gas from one surface of the wall through the ports to the other surface of the wall and slide valve means movable relative to the body to vary the area of the said ports, wherein the improvement comprises slide valve means including a movable actuating ring extending around the body overlying the surface which is upstream in the direction of flow through the ports; a circumferential row of part-cylindrical valve plates disposed between the actuating ring and the body configured to slide on the surface of the body to throttle the said ports variably; means coupling the valve plates to the actuating ring for concurrent movement; and spring means mounted between the actuating ring and the valve plates reacting against the ring and the plates to press the plates against the body.",,1,
3930368,5,"5. Means for controlling flow of hot gas comprising, in combination, a substantially cylindrical flame tube body defined by a wall with two sets of ports through the wall adapted for flow of hot air from the outer surface of the wall through the ports to the inner surface of the wall and slide valve means movable axially of the body to vary reversely the area of the said sets of ports, wherein the improvement comprises slide valve means for each set of ports, each including a movable actuating ring extending around the body overlying the outer surface of the body; a circumferential row of part-cylindrical valve plates disposed between the actuating ring and the body configured to slide on the surface of the body to throttle the said ports variably; means coupling the valve plates to the actuating ring for concurrent movement; spring means mounted between the actuating ring and the valve plates reacting against the ring and the plates to press the plates against the body; and means coupling the two actuating rings together for concurrent movement.",,1,
3930368,4,"4. Means for controlling flow of hot gas comprising, in combination, a substantially cylindrical body defined by a wall with ports through the wall adapted for flow of hot gas from one surface of the wall through the ports to the other surface of the wall and slide valve means movable axially of the body to vary the area of the said ports, wherein the improvement comprises slide valve means including a movable actuating ring extending around the body overlying the surface which is upstream in the direction of flow through the ports; a circumferential row of part-cylindrical valve plates disposed between the actuating ring and the body configured to slide on the surface of the body to throttle the said ports variably; tabs extending from the valve plates past the edges of the actuating ring coupling the valve plates to the actuating ring for concurrent movement; and leaf spring means mounted between the actuating ring and the valve plates reacting against the ring and the plates to press the plates against the body; the tab means having holes for receiving a wire or the like to hold the parts assembled prior to disposition of slide valve means on the body.",,1,
3930368,2,"2. Means for controlling flow of hot gas comprising, in combination, a substantially cylindrical body defined by a wall with ports through the wall adapted for flow of hot gas from one surface of the wall through the ports to the other surface of the wall and slide valve means movable axially of the body to vary the area of the said ports, wherein the improvement comprises slide valve means including a movable actuating ring extending around the body overlying the surface which is upstream in the direction of flow through the ports; a circumferential row of part-cylindrical valve plates disposed between the actuating ring and the body configured to slide axially on the surface of the body to throttle the said ports variably; means coupling the valve plates to the actuating ring for concurrent movement; and leaf spring means mounted between the actuating ring and the valve plates reacting against the ring and the plates to press the plates against the body.",,1,
3930368,3,"3. Means for controlling flow of hot gas comprising, in combination, a substantially cylindrical body defined by a wall with ports through the wall adapted for flow of hot gas from the outer surface of the wall through the ports to the inner surface of the wall and slide valve means movable axially of the body to vary the area of the said ports, wherein the improvement comprises slide valve means including a movable actuating ring extending around the body overlying the surface which is upstream in the direction of flow through the ports; a circumferential row of part-cylindrical valve plates disposed between the actuating ring and the body configured to slide axially on the surface of the body to throttle the said ports variably; means coupling the valve plates to the actuating ring for concurrent movement; and leaf spring means mounted between the actuating ring and the valve plates reacting against the ring and the plates to press the plates against the body.",,1,
3930369,2,"2. A combustion apparatus adapted for use in a gas turbine engine characterized by substantially complete combustion of liquid hydrocarbon fuel and by a low output of nitrogen oxides, the apparatus comprising a combustion liner having a discharge outlet for combustion products at the downstream end of the liner; the liner having an upstream end and liner wall means extending from the upstream end to the downstream end, the wall means enclosing, in sequence from the upstream end to the downstream end, a prechamber for providing a homogeneous mixture of vaporized fuel and air, a reaction zone for combustion of the fuel flowing from the prechamber in the air flowing from the prechamber, and a dilution zone for mixing the combustion products from the reaction zone with additional air; the prechamber being of approximately one-quarter the cross-sectional area of the reaction zone and being joined to the reaction zone by an abruptly diverging wall portion; the prechamber including first air entrance means defined by swirler means at its upstream end effective to direct combustion air with a substantial circumferential velocity component downstream over the inner surface of the prechamber wall means so as to scour the wall means, liquid fuel introduction means downstream of the swirler means disposed to lay a film of liquid fuel on the said inner surface for evaporation by and mixture with the said combustion air, and second air entrance means defined by a circumferential ring of ports through the prechamber wall near the downstream end of the prechamber adapted to introduce air flowing radially inward to mix with and dilute the fuel-air mixture prior to combustion; the reaction zone having an imperforate wall and providing turbulent recirculating flow of burning fuel-air mixture and combustion products resulting from the swirl of the entering mixture and the abrupt divergence of the wall means; the dilution zone including dilution air entrance means located so as to admit air for mixture with recirculating gas in the reaction zone and for dilution of the combustion products flowing from the reaction zone to the discharge outlet; and the relation of the entrance means being such as to provide an equivalence ratio of about 0.25 to 0.5 in the fuel-air mixture flowing from the prechamber into the reaction zone.",,1,
3930369,1,"1. A combustion apparatus adapted for use in a gas turbine engine characterized by substantially complete combustion of liquid hydrocarbon fuel and by a low output of nitrogen oxides, the apparatus comprising a combustion liner having a discharge outlet for combustion products at the downstream end of the liner; the liner having an upstream end and liner wall means extending from the upstream end to the downstream end, the wall means enclosing, in sequence from the upstream end to the downstream end, a prechamber for providing a homogeneous mixture of vaporized fuel and air, a reaction zone for combustion of the fuel flowing from the prechamber in the air flowing from the prechamber, and a dilution zone for mixing the combustion products from the reaction zone with additional air; the prechamber being of significantly smaller cross-sectional area than the reaction zone and being joined to the reaction zone by an abruptly diverging wall portion; the prechamber including first air entrance means defined by swirler means at its upstream end effective to direct combustion air with a substantial circumferential velocity component downstream over the inner surface of the prechamber wall means so as to scour the wall means, liquid fuel introduction means downstream of the swirler means disposed to lay a film of liquid fuel on the said inner surface for evaporation by and mixture with the said combustion air, and second air entrance means defined by a circumferential ring of ports through the prechamber wall near the downstream end of the prechamber adapted to introduce air flowing radially inward to mix with and dilute the fuel-air mixture prior to combustion; the reaction zone having an imperforate wall and providing turbulent recirculating flow of burning fuel-air mixture and combustion products resulting from the swirl of the entering mixture and the abrupt divergence of the wall means; and the dilution zone including dilution air entrance means located so as to admit air for mixture with recirculating gas in the reaction zone and for dilution of the combustion products flowing from the reaction zone to the discharge outlet.",,1,
3930370,25,25. An engine according to claim 21 wherein said vortex generators are swept wing shaped.,21,0,
3930370,8,8. A turbofan engine according to claim 7 wherein said fuel injection means is positioned a sufficient distance from the engine case outlet so that fuel injected therethrough is either fully vaporized or fully burned before being discharged into said pilot combustion zone.,7,0,
3930370,28,28. An engine according to claim 18 wherein said vortex generators are retractable.,18,0,
3930370,13,13. A turbofan engine according to claim 1 wherein the outlet of the engine case is positioned a selected distance axially forward of the outlet of the pilot case so that complete combustion occurs in the pilot combustion zone before mixing and dilution with the core engine exhaust gases passing through the pilot case outlet.,1,0,
3930370,27,"27. An engine according to claim 21 wherein the trigger mechanisms are corrugated rings connected to the outlet of the inner and outer walls of the pilot zone chamber and shaped so that the maximum amplitude of the corrugation is at the trigger mechanism farthest downstream station, and wherein the vortex generators of each plurality are positioned between corrugations.",21,0,
3930370,24,24. An engine according to claim 23 wherein said trigger mechanisms are axially displaced.,23,0,
3930370,3,3. A turbofan engine according to claim 1 wherein said vortex generators are shaped so that adjacent generators generate fan air vortices rotating in opposite directions and including trigger mechanisms located circumferentially about the outlet of said engine case and positioned between adjacent vortex generators and shaped to generate a forced radial current of hot autoignitable vaporized mixture from the pilot zone to accelerate mixing and burning between the vaporized mixture and the fan air in the pilot combustion zone.,1,0,
3930370,23,23. An engine according to claim 21 and including means to inject fuel into said first annular passage so that a fan air-fuel mixture is discharged into the augmentation burner as vortices and wherein said fuel injection means for said first annular passage and said first passage are located adjacent the vortex generator pluralities in those passages.,21,0,
3930370,15,15. An engine according to claim 1 wherein said vortex generators are of delta wing shape.,1,0,
3930370,20,20. An engine according to claim 19 and including means to inject fuel into said first annular passage so that a fan air-fuel mixture is discharged into the augmentation burner as vortices.,19,0,
3930370,16,16. An engine according to claim 2 wherein said vortex generators are of swept wing shape.,2,0,
3930370,9,9. A turbofan engine according to claim 6 wherein said scoop members are retractable.,6,0,
3930370,26,26. An engine according to claim 21 wherein said vortex generators are delta wing shaped.,21,0,
3930370,4,4. A turbofan engine according to claim 3 wherein said trigger mechanism consists of radially outwardly extending convolutions in said engine case and terminating in a maximum radial amplitude station at the engine case outlet.,3,0,
3930370,5,"5. A turbofan engine according to claim 4 wherein said vortex generators comprise:A. a first circumferentially extending row of vortex generators formed as vortex generator pairs which are shaped to generate vortices in opposite directions, andB. a second row of vortex generators positioned radially outwardly thereof and shaped to generate vortices rotating in the same direction and each positioned to be radially outwardly of one of the trigger mechanism convolutions or a vortex generator pair from the first row and wherein said convolutions are canted circumferentially.",4,0,
3930370,18,"18. A mixed flow turbofan engine having an inlet and an outlet and having:A. a core engine enveloped within an engine case having an inlet and an outlet and being of circular cross section and concentric about the engine axis and mounted to define a first passage through which core engine exhaust gases are passed,B. a fan section enveloped within a fan case having an inlet and an outlet and being of circular cross section and which envelops and is concentric with said engine case to define a first annular passage therebetween through which fan air is passed and which extends downstream of the engine case to define an augmentation burner therewithin,c. an annular pilot zone chamber having an inlet communicating with the first passage and an outlet communicating with the augmentation burner so that the inlet of said annular pilot zone chamber receives engine exhaust gases from said first passage and having:1. an outer wall adjacent said first annular passage,2. an inner wall adjacent said first passage and cooperating with said outer wall to define an annular pilot zone therebetween, and3. means to inject pilot fuel into said pilot zone to be vaporized therein by the engine exhaust gases for discharge therefrom as a hot, autoignitable vaporized fuel mixture, andD. a plurality of vortex generators positioned within said first annular passage and located circumferentially thereabout adjacent said pilot burner outer wall to cause the fan air to be discharged from said first annular passage thereover and into said augmentation burner as a plurality of vortices to thereby accelerate mixing and combustion therein between said fan air and said hot, autoignitable, vaporized fuel mixture.",,1,
3930370,12,12. A turbofan engine according to claim 1 wherein said pilot burner case inlet is located a sufficient distance axially upstream of the engine case outlet and wherein the fuel introducing means is located a sufficient distance axially upstream of the engine case outlet that the fuel introduced to the pilot combustion chamber is mixed therein with the exhaust gases of the core engine and fully vaporized before discharge therefrom so as to autoignite upon contact with the fan air in the pilot combustion zone.,1,0,
3930370,17,17. An engine according to claim 2 wherein said vortex generators are of delta wing shape.,2,0,
3930370,29,"29. In a mixed flow turbofan engine, augmentation combustion apparatus having an axis and an inlet end and an outlet end and including:A. a first case having an inlet and an outlet and being of substantially circular cross section and positioned concentrically about the axis to define a first passage therewithin,B. a second case having an inlet and an outlet and being of substantially circular cross section and concentric about said axis and enveloping said first case to define a first annular passage therebetween and extending downstream of the first case outlet,C. a third case member having an inlet and an outlet and being of substantially circular cross section and concentric about said axis and positioned within said first case member to define a second annular passage therebetween and extending a selected distance axially of the first case outlet to define an annular pilot zone therebetween and shaped to cooperate with said first and second cases to define an annular augmentation combustion chamber,D. means to pass air through said first annular passage,E. a plurality of vortex generators positioned in said first annular passage and located circumferentially therearound to cause the air being passed through said first annular passage to enter said combustion chamber as a series of circumferentially spaced vortices,F. means to pass heated gas through said first passage and said second annular passage,G. means to inject fuel into said second annular passage a sufficient distance upstream of said first case outlet so that said fuel will mix with and be vaporized by said hot gas before being discharged into said combustion chamber for rapid mixing and combusting with said vortices of air therein, andH. wherein said first case is the core engine case, wherein said second case is the fan case and wherein the third case is a pilot zone case, wherein said air is fan air, and wherein said hot gas is core engine exhaust gas.",,1,
3930370,22,22. An engine according to claim 21 and including trigger mechanism located circumferentially about the outlet into pilot zone chamber inner wall and shaped to generate forced radial currents of said pilot zone mixture across said first passage to cooperate with the fuel rich mixture of engine exhaust gas vortices to accelerate mixing and burning between the pilot zone mixture and the fuel rich mixture of engine exhaust gas.,21,0,
3930370,2,2. A turbofan engine according to claim 1 and including trigger mechanism located circumferentially about the outlet of said engine case and shaped to generate forced radial currents of hot autoignitable vaporized mixture from the pilot zone to accelerate mixing and burning between the vaporized mixture and the fan air in the pilot combustion zone.,1,0,
3930370,10,10. A turbofan engine according to claim 1 wherein said vortex generators are retractable.,1,0,
3930370,1,"1. A mixed flow turbofan engine having an inlet and an outlet and having:A. a core engine enveloped within an engine case having an inlet and an outlet and being of circular cross section and concentric about the engine axis and mounted to define a first passage through which core engine exhaust gases are passed,B. a fan section enveloped within a fan case having an inlet and an outlet and being of circular cross section and which envelops and is concentric with said engine case to define a first annular passage therebetween through which fan air is passed and which extends downstream of the engine case to define an augmentation burner therewithin,C. a pilot zone case having an inlet and an outlet and being of circular cross section and concentric about the engine axis and supported within the engine case with its inlet located at an axial station upstream of the engine case outlet so that the fan case, the engine case and the pilot zone case cooperate to define an annular pilot combustion zone between the fan and pilot cases and downstream of the engine case, and which pilot zone case defines a second annular passage with the engine case in the form of an annular pilot zone having an open upstream end to receive therein exhaust gases from the core engine,D. means to introduce fuel into said pilot zone for mixing therein with the exhaust gases of the core engine and for discharge therefrom at the engine case outlet for mixing and combustion with the fan air, andE. a plurality of vortex generators positioned within the first annular passage and located circumferentially thereabout to cause the fan air to be discharged from said first annular passage and into the pilot combustion zone as a plurality of vortices to thereby accelerate mixing and combustion with said fuel from said pilot combustion chamber.",,1,
3930370,21,"21. An engine according to claim 19 and including:A. means to discharge fuel into said first passage to mix with said core engine exhaust gases to produce a fuel rich mixture of engine exhaust gases, andB. a plurality of vortex generators positioned within said first passage and located circumferentially thereabout adjacent the pilot zone chamber inner wall to cause the fuel rich engine exhaust gases to be discharged from the first passage and into the augmentation burner as a plurality of vortices to thereby accelerate mixing and combustion between said pilot zone mixture and said core engine fuel rich exhaust gas mixture in said augmentation burner.",19,0,
3930370,6,6. A turbofan engine according to claim 1 and including air scoop means positioned circumferentially about said engine case at a station axially downstream of said fuel introducing means and shaped to communicate with the pilot zone and to extend into said first annular passage to intercept selected quantities of fan air and direct them into the pilot zone.,1,0,
3930370,7,7. A turbofan engine according to claim 6 and including means to introduce fuel into said pilot zone at a station downstream of said air scoop means.,6,0,
3930370,14,14. An engine according to claim 1 wherein said vortex generators are of swept wing shape.,1,0,
3930370,19,19. An engine according to claim 18 and including trigger mechanism located circumferentially about the outlet into pilot zone chamber outer wall and shaped to generate forced radial currents of said pilot zone mixture across said first annular passage to cooperate with the fan air vortices to accelerate mixing and burning between the pilot zone mixture and the fan air.,18,0,
3930370,11,11. A turbofan engine according to claim 1 wherein said vortex generators are of half-delta shape.,1,0,
3930371,7,7. The plant of claim 6 in which said steam generator includes a feed water preheater for the feed water supplied via said feed water inlet.,6,0,
3930371,1,"1. A nuclear power plant including a steam generator supplied via an input inlet connecting with a source of feed water under pressure, with feed water which in the generator is heated by reactor coolant until it boils to steam, and a steam engine having a low pressure stage supplied with said steam and exhausting the steam through a reheater to a low pressure stage; wherein the improvement comprises means for conducting said feed water from within said generator to and through said reheater.",,1,
3930371,4,"4. The plant of claim 1 including means for conducting said portion around the reheater and through cooling and pressure increasing means, to said generator's feed water supply inlet.",1,0,
3930371,6,6. The plant of claim 1 in which said means returns the feed water from said reheater to said heat exchanger's feed water inlet and includes means for forcing the feed water to circulate.,1,0,
3930371,3,"3. The plant of claim 1 in which said generator contains a horizontal tube sheet mounting an upstanding inverted U-shaped nest of tubes for the reactor coolant and surrounding by a casing, the input feed water being fed to the upper surface of the tube sheet and said means conducting the feed water from an area adjacent to said upper surface.",1,0,
3930371,5,"5. The plant of claim 1 in which said steam generator includes a feed water separator above said tube nest and which collects the feed water separator from the generated steam, said means conducting the feed water from that collected by this water separator.",1,0,
3930371,2,2. The plant of claim 1 in which said portion is conducted from the feed water in the generator at a location where the feed water is not boiling.,1,0,
3930372,15,"15. In an underground manhole assembly including an underground base, a lid readily accessible from ground level and underground wall means which together cooperate to define a manhole, the improvement comprising:a. an arrangement at least partially positioned between the base of said manhole assembly and soil beneath said base, said arrangement including air under pressure between said base and said soil beneath said base for preventing said soil, when in an unfrozen state, from contacting said base and for preventing said soil from applying any appreciable force to said base due to a freeze in any moisture in said soil.",,1,
3930372,9,"9. In an assembly according to claim 8 including coarse aggregate matter located within said chamber for preventing said pan-like member from shifting relative to said base, said matter being of sizes and shapes to provide pockets therebetween for the presence of said air under pressure.",8,0,
3930372,4,4. In an assembly according to claim 3 including means for preventing said pan-like member from moving in a transverse direction relative to said base.,3,0,
3930372,8,"8. In an assembly according to claim 7 whereina. said fluid is air,b. said first means includes a pan-like member positioned against and below said base and having a closed top side, side wall means formed around said top side and an opened bottom, said opened bottom facing said soil so that said member defines said chamber between said soil and the top side of said member, andc. said second means includes an air conduit means positioned through said base and said top side and means for closing the passage through said conduit.",7,0,
3930372,3,"3. In an assembly according to claim 1 wherein said arrangement includes a pan-like member having a closed top, side wall means formed around the periphery of said top and an opened bottom, said pan-like member being positioned under and against said base so that its opened bottom faces towards the soil beneath said base.",1,0,
3930372,2,2. In an assembly according to claim 1 wherein said arrangement includes fluid conveyance means for aiding in providing said air under pressure after said arrangement is in said position.,1,0,
3930372,13,13. A method according to claim 12 wherein said fluid is air.,12,0,
3930372,14,14. In an assembly according to claim 2 wherein said conveyance means is located within said manhole.,2,0,
3930372,5,"5. In an assembly according to claim 1 wherein said underground wall means is comprised of a plurality of circumferential sections which are positioned in an aligned vertical stack, said improvement including at least one circumferential skirt extending around one of said sections and having a circumferential portion depending from the lower end of said one section, said depending portion extending around on the upper portion of an adjacent lower section.",1,0,
3930372,11,11. A method according to claim 10 wherein said fluid under pressure is directed into said chamber with sufficient pressure to maintain said barrier so long as the moisture in said soil is in an unfrozen state.,10,0,
3930372,1,"1. In an underground manhole assembly including an underground base, a lid readily accessible from ground level and underground wall means which together cooperate to define a manhole, the improvement comprising:a. an arrangement at least partially positioned between the base of said manhole assembly and soil beneath said base, said arrangement including air under pressure between said base and said soil.",,1,
3930372,7,"7. In an underground manhole assembly including an underground base, a lid readily accessible from ground level and underground wall means which together cooperate to define a manhole, the improvement comprising:a. a first means defining a chamber between the base of said manhole assembly and the soil beneath said base;b. fluid under pressure provided within said chamber for preventing said soil and any liquids in said soil from substantially completely filling said chamber; andc. second means for conveying said fluid into said chamber.",,1,
3930372,12,12. A method according to claim 11 wherein said fluid is periodically directed into said chamber so as to maintain said sufficient pressure.,11,0,
3930372,6,"6. In an assembly according to claim 5 wherein said skirt is connected, with one of said last-mentioned sections.",5,0,
3930372,10,"10. In an underground manhole assembly including an underground base, a lid readily accessible from ground level and underground wall means which together cooperate to define a manhole, a method of preventing the soil beneath the base of said assembly from forcing the base upwards in response to the moisture in said soil freezing and expanding, said method comprising:a. providing a chamber between said base and the soil beneath said base; andb. applying fluid under pressure to said chamber so as to define a pressurized fluid barrier between said base and soil, said barrier being of sufficient depth to prevent said soil, when in an unfrozen state, from contacting said base and to prevent said soil from applying any appreciable force on said base due to a freeze in any moisture in the soil.",,1,
3930373,1,"1. A method of manufacturing reinforced concrete piles, each pile at least at one of its ends being provided with a collar, in whichlongitudinally running reinforcing bars are cut to exact lengths and are threaded at least at one of their ends,a collar provided with threaded bores corresponding in number to the desired number of axial reinforcing bars and having a bigger diameter than said bars is fitted to at least one end of the bars,an externally threaded connector having an internally threaded bore is fitted in each bore in the collar to attach the reinforcing bars thereto, andthe reinforcing unit thus produced is placed in a mould which thereafter is filled with concrete.",,1,
3930374,7,7. The dynamic ballast and stabilization system defined in claim 1 further comprising ballast tanks carried by said structure above the water level of said body of water and adapted to be filled with said water to provide additional ballast for holding said structure down.,1,0,
3930374,2,2. The dynamic ballast and stabilization system defined in claim 1 wherein said impellor is driven by an electric motor.,1,0,
3930374,3,3. The dynamic ballast and stabilization system defined in claim 2 wherein said power generating means comprises a water wheel mounted for rotation about a vertical axis said water wheel being driven by said body of water;transmission means connecting said water wheel to said generator such that said rotating water wheel drives said generator;batteries carried by said platform structure and charged by said generator means; andsaid batteries providing a partial source of the electrical energy needed to drive said electrical motor.,2,0,
3930374,5,"5. The dynamic ballast and stabilization system defined in claim 4 comprising a second shroud positionable over a portion of said water wheel to protect said water wheel, said second shroud being carried by said rotating first member and automatically positionable over said water wheel when said first member is rotated to position the direction at which fluid is ejected from said impellor.",4,0,
3930374,4,"4. The dynamic ballast and stabilization system defined in claim 1 wherein said means carried by said support member for controlling the direction at which water is driven by said impellor comprises a shroud having first member which encircles said impellor and is rotatable about an axis parallel to the axis of rotation of said impellor, and a second member carried by said first member said second member being mounted for pivotal movement about an axis perpendicular to said axis of rotation of said impellor, and means for inclining said second member with respect to its pivotable axis; andmeans for rotating said first member about the axis of rotation of said impellor.",1,0,
3930374,8,8. The dynamic ballast and stabilization system defined in claim 1 further comprising cable means extending from said structure at a substantial distance therefrom and having anchor means disposed the end of said cables for firmly anchoring said cables into the floor of said body of water to aid said system in maintaining said structure in a secure position.,1,0,
3930374,1,"1. A dynamic ballast and stabilization system for use in combination with a platform structure anchored at an off-shore location in a body of water, the structure being normally subjected to lateral and upward displacement under the influence of periodically occurring wave forces, said structure including an equipment holding deck, a rigid framework having the upper ends supportably connected to the equipment holding deck with the lower ends thereof fixedly embedded in the floor of said body of water, said system being carried by said framework below the surface of the body of water and comprising:a support member carried by said framework;an impellor rotatably carried by said support member, said impellor driving water upwardly to generate a counter-acting force on said support member;means carried by said support member movable independently of said impellor for controlling direction at which said water is driven; andpower generating means carried by said support member and driven by said water, the power generating means being utilized to aid in driving said impellor.",,1,
